Site	Street Number	Prefix	Street Name	Suffix	Site Modifier Full	Site Lot Number	Site City	Site State	Site Zip5	Initial Meter Set Date
933300282	907	E	CLAREMONT	ST			PHOENIX	ARIZONA	85014	10/27/2011 12:00:00 AM
933312280	13492	E	52	DR		6295	YUMA	ARIZONA	85367	8/19/2010 12:00:00 AM
933352381	7374	W	HILLCREST	BLVD	SIGN		GLENDALE	ARIZONA	85310	3/23/2012 12:00:00 AM
933389285	3794	E	SAN PEDRO	ST		60	SAN LUIS	ARIZONA	85349	6/7/2011 12:00:00 AM
933400288	20047		CROWN RIDGE	DR			SUN CITY WEST	ARIZONA	85375	9/10/2010 12:00:00 AM
933531285	8	E	PIUTE	AVE		123	PHOENIX	ARIZONA	85024	8/6/2012 12:00:00 AM
933538287	5133	N	193	AVE		217	LITCHFIELD PARK	ARIZONA	85340	6/8/2012 12:00:00 AM
933591383	2239	N	12	ST			PHOENIX	ARIZONA	85006	4/25/2011 12:00:00 AM
933611287	516	W	HUNT	ST			GILA BEND	ARIZONA	85337	8/11/2011 12:00:00 AM
933619285	6231	E	MARK	WAY	UNIT 41		CAVE CREEK	ARIZONA	85331	1/20/2012 12:00:00 AM
933641289	3021	E	BLUEFIELD	AVE		45	PHOENIX	ARIZONA	85032	5/11/2011 12:00:00 AM
933702285	16018	W	HADLEY	ST		98	GOODYEAR	ARIZONA	85338	12/14/2010 12:00:00 AM
933709285	17608	W	CEDARWOOD	LN		53	GOODYEAR	ARIZONA	85338	10/7/2010 12:00:00 AM
933782383	316	W	PAPAGO	ST			PHOENIX	ARIZONA	85003	8/1/2012 12:00:00 AM
933871383	131		BRADSHAW	DR	APT 305		PRESCOTT	ARIZONA	86303	3/24/2011 12:00:00 AM
933930286	650	S	AVENUE B		SPC 95		YUMA	ARIZONA	85364	9/8/2010 12:00:00 AM
933980388	14787	W	CHOLLA	ST	NEW		SURPRISE	ARIZONA	85379	6/8/2010 12:00:00 AM
934038287	24106	N	164	AVE		21	SURPRISE	ARIZONA	85387	3/15/2011 12:00:00 AM
934059289	3930		ALINA	LN			RIMROCK	ARIZONA	86335	5/26/2010 12:00:00 AM
934102282	10040	E	HAPPY VALLEY	RD	LOT 286	286	SCOTTSDALE	ARIZONA	85255	3/6/2012 12:00:00 AM
934103385	347	W	YUMA	ST			PHOENIX	ARIZONA	85003	7/23/2012 12:00:00 AM
934121289	6510	N	3	AVE	UNIT 12		PHOENIX	ARIZONA	85013	10/26/2011 12:00:00 AM
934142281	8697	E	PRESERVE	WAY	TEMPY	2	SCOTTSDALE	ARIZONA	85266	1/24/2012 12:00:00 AM
934151382	997	E	PINE KNOLL	DR	UNIT 724		FLAGSTAFF	ARIZONA	86001	1/3/2011 12:00:00 AM
934166289	1214	E	JEN	DR		165	FLAGSTAFF	ARIZONA	86001	1/7/2010 12:00:00 AM
934209282	7108	N	19	PL			PHOENIX	ARIZONA	85020	4/15/2011 12:00:00 AM
934251382	17635	W	TANGLEWOOD	DR	GUARD ST		GOODYEAR	ARIZONA	85338	12/23/2010 12:00:00 AM
934300286	111	E	OCOTILLO	RD			PHOENIX	ARIZONA	85012	10/27/2011 12:00:00 AM
934328288	32044	N	127	LN		28	PEORIA	ARIZONA	85383	6/27/2011 12:00:00 AM
934341288	19820	N	13	AVE	UNIT 221	221	PHOENIX	ARIZONA	85027	3/22/2011 12:00:00 AM
934385288	14758	E	49	ST		8838	YUMA	ARIZONA	85367	2/19/2010 12:00:00 AM
934391382	602		POWELL	ST	REAR		BISBEE	ARIZONA	85603	6/2/2011 12:00:00 AM
934421381	9388	E	LEGACY	DR	NEWPATH		SCOTTSDALE	ARIZONA	85255	7/29/2010 12:00:00 AM
934451383	9410	E	THUNDERBIRD	RD	NEWPATH		SCOTTSDALE	ARIZONA	85260	11/4/2010 12:00:00 AM
934531282	3202	W	BELL	RD	APT 2206		PHOENIX	ARIZONA	85053	8/10/2012 12:00:00 AM
934541283	16017	N	4	AVE		39	PHOENIX	ARIZONA	85023	7/14/2011 12:00:00 AM
934562387	615	E	WEBER	DR	UNIT 2009		TEMPE	ARIZONA	85281	3/13/2012 12:00:00 AM
934612389	8164	E	SPANISH BOOT	RD			CAREFREE	ARIZONA	85377	10/21/2011 12:00:00 AM
934631383	67500	E	PALOMAS	RD	1		DATELAND	ARIZONA	85333	2/4/2011 12:00:00 AM
934686288	20450	W	CANYON	DR		105	BUCKEYE	ARIZONA	85396	5/9/2012 12:00:00 AM
934689289	2349	E	BERMUDEZ	ST		214	SAN LUIS	ARIZONA	85349	5/10/2010 12:00:00 AM
934695280	16235	N	33	AVE		48	PHOENIX	ARIZONA	85053	5/9/2011 12:00:00 AM
934702382	133	W	6	ST	UNIT 2832		TEMPE	ARIZONA	85281	8/24/2011 12:00:00 AM
934771288	2532	W	KATHLEEN	RD		110	PHOENIX	ARIZONA	85023	7/1/2011 12:00:00 AM
934781280	10971	E	PARADISE	DR		14	SCOTTSDALE	ARIZONA	85259	8/2/2012 12:00:00 AM
934804287	808	W	CITRUS	WAY		2	PHOENIX	ARIZONA	85013	8/12/2011 12:00:00 AM
934841386	15430	N	25	ST	UNIT 112		PHOENIX	ARIZONA	85032	11/4/2010 12:00:00 AM
934849286	2247	S	HUGHES	DR		708	BUCKEYE	ARIZONA	85326	9/2/2011 12:00:00 AM
934861387	14301	N	87	ST	STE 316A		SCOTTSDALE	ARIZONA	85260	1/24/2011 12:00:00 AM
934891381			MP917.95 CASA GRANDE				CASA GRANDE	ARIZONA	85122	7/26/2011 12:00:00 AM
934902285	11558		TORTOISE	CT		311	SURPRISE	ARIZONA	85378	7/10/2012 12:00:00 AM
934934287	29862	N	TATUM	BLVD	UNIT 2022		CAVE CREEK	ARIZONA	85331	7/27/2012 12:00:00 AM
935097287	18512	W	SAN MIGUEL	AVE		245	LITCHFIELD PARK	ARIZONA	85340	4/25/2012 12:00:00 AM
935150281	1042	E	TOWNLEY	AVE	APT 4		PHOENIX	ARIZONA	85020	1/19/2011 12:00:00 AM
935159282	26148	W	FIREHAWK	DR		324	BUCKEYE	ARIZONA	85396	9/23/2011 12:00:00 AM
935248289	4200	N	PEBBLE CREEK	PKWY	APT 2030		GOODYEAR	ARIZONA	85395	7/27/2012 12:00:00 AM
935271388	15500	N	HAYDEN	RD			SCOTTSDALE	ARIZONA	85260	2/14/2011 12:00:00 AM
935332387	601	S	FARMER	AVE	UNIT 514		TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
935360284	11018	N	12	ST			PHOENIX	ARIZONA	85020	11/1/2011 12:00:00 AM
935462386	615	E	WEBER	DR	UNIT 2010		TEMPE	ARIZONA	85281	3/13/2012 12:00:00 AM
935490289	17660	N	36	ST			PHOENIX	ARIZONA	85032	5/10/2011 12:00:00 AM
935501387	7017	N	INVERGORDON	RD			PARADISE VALLEY	ARIZONA	85253	9/3/2010 12:00:00 AM
935530284	3237	W	JOAN D ARC	AVE			PHOENIX	ARIZONA	85029	2/8/2010 12:00:00 AM
935624284	1488	N	DESERT WILLOW	ST	LOT 50		CASA GRANDE	ARIZONA	85122	5/13/2010 12:00:00 AM
935629285	17402	N	19	AVE	UNIT 27		PHOENIX	ARIZONA	85023	5/18/2012 12:00:00 AM
935658281	18001	W	SELLS	DR		368	GOODYEAR	ARIZONA	85395	10/19/2011 12:00:00 AM
935667280	17662	W	GEORGIA	DR		474	SURPRISE	ARIZONA	85388	8/7/2012 12:00:00 AM
935720283	745	E	MYRTLE	AVE			PHOENIX	ARIZONA	85020	1/28/2010 12:00:00 AM
935732384	204	W	5	ST	STE C		DOUGLAS	ARIZONA	85607	10/25/2011 12:00:00 AM
935749288	2235	S	HUGHES	DR		709	BUCKEYE	ARIZONA	85326	10/7/2011 12:00:00 AM
935781283	1534	E	VICTOR HUGO	AVE		32	PHOENIX	ARIZONA	85022	8/30/2010 12:00:00 AM
935841387	4175	N	GOLDWATER	BLVD	UNIT		SCOTTSDALE	ARIZONA	85251	10/26/2010 12:00:00 AM
935900280	6804	N	13	PL			PHOENIX	ARIZONA	85014	8/15/2012 12:00:00 AM
935911387	1039	E	SAGUARO	DR	APT 50		GLOBE	ARIZONA	85501	7/7/2010 12:00:00 AM
935918283	11425	W	ST JOHN	RD		126	SURPRISE	ARIZONA	85378	2/11/2010 12:00:00 AM
935962384	16210	N	SCOTTSDALE				SCOTTSDALE	ARIZONA	85254	7/5/2012 12:00:00 AM
935962386	940	E	JACKSON	DR	APT 317		FLAGSTAFF	ARIZONA	86001	8/18/2012 12:00:00 AM
935985286	18442	W	LISBON	LN		62	SURPRISE	ARIZONA	85388	3/18/2010 12:00:00 AM
935986283	20486	W	RIDGE	RD		438	BUCKEYE	ARIZONA	85396	5/4/2011 12:00:00 AM
935991287	7126	N	20	ST		3	PHOENIX	ARIZONA	85020	6/18/2010 12:00:00 AM
936021285	15446	N	24	AVE			PHOENIX	ARIZONA	85023	12/14/2011 12:00:00 AM
936067284	7173	W	MILTON	DR		92	PEORIA	ARIZONA	85383	6/25/2010 12:00:00 AM
936080380	3363	W	SONORAN	BLVD	SIGNAL		PHOENIX	ARIZONA	85085	3/15/2010 12:00:00 AM
936132381	3330	E	VAN BUREN	ST	HP 6		PHOENIX	ARIZONA	85008	11/9/2011 12:00:00 AM
936140283	7300	N	DREAMY DRAW	DR	APT 213		PHOENIX	ARIZONA	85020	3/18/2011 12:00:00 AM
936211382	29126	N	129	AVE		1986	PEORIA	ARIZONA	85383	7/1/2010 12:00:00 AM
936260287	3423	W	BLOOMFIELD	RD			PHOENIX	ARIZONA	85029	6/1/2012 12:00:00 AM
936270384	940	E	HARRISON	ST		55	CHANDLER	ARIZONA	85225	9/1/2010 12:00:00 AM
936332388	770		VERDE HEIGHTS	DR			COTTONWOOD	ARIZONA	86326	10/11/2011 12:00:00 AM
936401385	9847	N	11	AVE	HP		PHOENIX	ARIZONA	85021	9/24/2010 12:00:00 AM
936421383	17051	E	CAMINO ADELANTE				PICACHO	ARIZONA	85141	12/29/2010 12:00:00 AM
936476282	17109	N	184	LN		64	SURPRISE	ARIZONA	85374	11/5/2010 12:00:00 AM
936530282	14837	N	37	AVE			PHOENIX	ARIZONA	85053	7/2/2010 12:00:00 AM
936540286	4036	W	YUCCA	ST			PHOENIX	ARIZONA	85029	6/14/2010 12:00:00 AM
936620283	4956	W	WESCOTT	DR			GLENDALE	ARIZONA	85308	1/19/2011 12:00:00 AM
936661382	131		BRADSHAW	DR	APT 106		PRESCOTT	ARIZONA	86303	3/24/2011 12:00:00 AM
936718281	4598	W	IRMA	ST		97	YUMA	ARIZONA	85364	5/30/2012 12:00:00 AM
936722386	7265	W	ROWEL	RD		19	PEORIA	ARIZONA	85383	12/15/2011 12:00:00 AM
936797288	7943	E	36	LN		3	YUMA	ARIZONA	85365	5/2/2012 12:00:00 AM
936841383	175		LARIAT	LN	HSE 2		PAYSON	ARIZONA	85541	3/14/2011 12:00:00 AM
936869283	577		HORSESHOE BEND	DR		11	COTTONWOOD	ARIZONA	86326	10/4/2010 12:00:00 AM
936889283	566	S	BINGHAM	WAY		79	SOMERTON	ARIZONA	85350	7/2/2010 12:00:00 AM
936910387	409	E	14	ST		133	SOMERTON	ARIZONA	85350	5/17/2010 12:00:00 AM
936932385	20435	N	7	ST	UNIT 2121		PHOENIX	ARIZONA	85024	3/28/2012 12:00:00 AM
936941385	9017	W	DESERT HARBOR	DR	QWEST		PEORIA	ARIZONA	85381	11/4/2010 12:00:00 AM
937060389	3033	N	WINDSONG	DR	STE 102		PRESCOTT VALLEY	ARIZONA	86314	5/19/2010 12:00:00 AM
937087289	12328	W	VILLA CHULA	LN		39	SUN CITY WEST	ARIZONA	85375	8/2/2010 12:00:00 AM
937228288	5880	E	38	PL	TEMP		YUMA	ARIZONA	85365	7/20/2010 12:00:00 AM
937286282	20538	W	RIDGE	RD		434	BUCKEYE	ARIZONA	85396	6/12/2012 12:00:00 AM
937318285	12513	N	176	LN		110	SURPRISE	ARIZONA	85388	5/5/2010 12:00:00 AM
937338288	21142	E	LEGEND	DR	LOT 427		RED ROCK	ARIZONA	85145	12/13/2011 12:00:00 AM
937360289	921	E	BECKER	LN			PHOENIX	ARIZONA	85020	12/5/2011 12:00:00 AM
937371381	129		BRADSHAW	DR	APT 201		PRESCOTT	ARIZONA	86303	3/25/2011 12:00:00 AM
937387286	9154	E	HOVERLAND	RD		13	SCOTTSDALE	ARIZONA	85255	5/14/2010 12:00:00 AM
937401280	10923		MEADE	DR			SUN CITY	ARIZONA	85351	3/11/2010 12:00:00 AM
937411389	1890	E	FLORENCE	BLVD	STE 6		CASA GRANDE	ARIZONA	85122	8/13/2010 12:00:00 AM
937427286	30852	N	127	AVE		23	PEORIA	ARIZONA	85383	3/15/2010 12:00:00 AM
937430288	4510	E	VOLTAIRE	AVE			PHOENIX	ARIZONA	85032	4/28/2011 12:00:00 AM
937497289	6089	W	ESTANCIA	WAY	LOT 110		FLORENCE	ARIZONA	85132	2/3/2010 12:00:00 AM
937522383	1441		CHERRY	LN	UNIT B		CAMP VERDE	ARIZONA	86322	3/3/2012 12:00:00 AM
937532389	20435	N	7	ST	UNIT 1015		PHOENIX	ARIZONA	85024	3/28/2012 12:00:00 AM
937590287	3405	W	DANBURY	DR			PHOENIX	ARIZONA	85053	3/11/2011 12:00:00 AM
937641382	65860	N	MOON MOUNTAIN				CIBOLA	ARIZONA	85328	12/2/2010 12:00:00 AM
937760281	1307	W	MULBERRY	DR			PHOENIX	ARIZONA	85013	8/7/2012 12:00:00 AM
937835285	10655	N	9	ST	UNIT 207		PHOENIX	ARIZONA	85020	11/1/2011 12:00:00 AM
937908285	2432	N	HERITAGE	ST	3087 JSP	523	BUCKEYE	ARIZONA	85396	8/15/2012 12:00:00 AM
937930381	684		BABBLING BROOK	DR		12	PRESCOTT	ARIZONA	86303	12/8/2010 12:00:00 AM
938009282	18556	W	VOGEL	AVE		302	GOODYEAR	ARIZONA	85338	11/2/2010 12:00:00 AM
938030389	1707	W	STRAIGHT ARROW	LN		77	PHOENIX	ARIZONA	85085	7/12/2010 12:00:00 AM
938070384	3870	N	CIVIC	DR	UNIT 218		PRESCOTT VALLEY	ARIZONA	86314	9/17/2010 12:00:00 AM
938091387	2798	N	TREKELL	RD			CASA GRANDE	ARIZONA	85122	8/2/2011 12:00:00 AM
938140382	15147	N	SCOTTSDALE	RD	STE 175		SCOTTSDALE	ARIZONA	85254	9/2/2011 12:00:00 AM
938150280	824	E	PURDUE	AVE	APT A		PHOENIX	ARIZONA	85020	10/31/2011 12:00:00 AM
938177281	17501	W	ANDORA	ST		352	SURPRISE	ARIZONA	85388	10/25/2011 12:00:00 AM
938185285	14823	E	50	DR		8663	YUMA	ARIZONA	85367	1/25/2010 12:00:00 AM
938240386	7973		DISCOVERY	WAY	LOT 102		FLORENCE	ARIZONA	85132	6/3/2010 12:00:00 AM
938291387	1260		GAIL GARDNER	WAY	STE 101		PRESCOTT	ARIZONA	86305	5/2/2011 12:00:00 AM
938339282	23309	N	41	ST		242	PHOENIX	ARIZONA	85050	7/7/2011 12:00:00 AM
938489285	2198	W	COLORADO	ST		22	YUMA	ARIZONA	85364	7/2/2010 12:00:00 AM
938528285	2451	S	169	LN		93	GOODYEAR	ARIZONA	85338	10/27/2011 12:00:00 AM
938531386	839	E	15	ST	B		DOUGLAS	ARIZONA	85607	1/10/2011 12:00:00 AM
938536287	830	N	PEAK VIEW	WAY		72	PRESCOTT	ARIZONA	86303	9/13/2011 12:00:00 AM
938537286	16594	W	MESQUITE	ST		28	GOODYEAR	ARIZONA	85338	3/21/2012 12:00:00 AM
938591383	8312	W	SOFT WIND	DR	CASITA		PEORIA	ARIZONA	85383	9/15/2011 12:00:00 AM
938628283	13636	W	JESSE RED	DR		21	PEORIA	ARIZONA	85383	11/17/2010 12:00:00 AM
938640386	3840	W	24	ST	STE 3		YUMA	ARIZONA	85364	3/15/2010 12:00:00 AM
938651384	997	E	PINE KNOLL	DR	UNIT 1126		FLAGSTAFF	ARIZONA	86001	12/7/2010 12:00:00 AM
938690388	4148	E	COUNTY 13	ST			YUMA	ARIZONA	85365	7/7/2010 12:00:00 AM
938711389	5706	E	ASHLER HILLS	DR		144	CAVE CREEK	ARIZONA	85331	7/30/2012 12:00:00 AM
938732381	1616	W	TONTO	ST	HSE PANEL		PHOENIX	ARIZONA	85007	10/20/2011 12:00:00 AM
938769288	3400	S	AVENUE 7E		UNIT 231		YUMA	ARIZONA	85365	12/3/2010 12:00:00 AM
938771285	1017	E	MARYLAND	AVE	UNIT 218		PHOENIX	ARIZONA	85014	12/29/2011 12:00:00 AM
938851381	997	E	PINE KNOLL	DR	UNIT 934		FLAGSTAFF	ARIZONA	86001	12/7/2010 12:00:00 AM
938851382	4089	N	CORNWALL	RD		1460	PRESCOTT VALLEY	ARIZONA	86314	1/27/2011 12:00:00 AM
938856281	11749	W	MAUNA LOA	LN		104	EL MIRAGE	ARIZONA	85335	2/11/2012 12:00:00 AM
938871382	34827	N	12	ST		1	PHOENIX	ARIZONA	85086	5/17/2012 12:00:00 AM
938938282	8721	W	VILLA LINDO	RD		51	PEORIA	ARIZONA	85383	4/24/2012 12:00:00 AM
939012389	133	W	6	ST	UNIT 2931		TEMPE	ARIZONA	85281	8/24/2011 12:00:00 AM
939142387	6396	E	RYDER	CT		1055	PRESCOTT VALLEY	ARIZONA	86314	11/21/2011 12:00:00 AM
939157282	12588	N	153	AVE		7022	SURPRISE	ARIZONA	85379	1/28/2011 12:00:00 AM
939195284	14210	N	135	DR		68	SURPRISE	ARIZONA	85379	3/23/2010 12:00:00 AM
939200283	16814	N	33	DR			PHOENIX	ARIZONA	85053	5/20/2011 12:00:00 AM
939200288	3354	W	KELTON	LN			PHOENIX	ARIZONA	85053	3/23/2010 12:00:00 AM
939310287	4321	W	MONTE CRISTO	AVE			GLENDALE	ARIZONA	85306	7/23/2012 12:00:00 AM
939311389	2144	N	JUNIPER FLATS	RD			BISBEE	ARIZONA	85603	7/16/2010 12:00:00 AM
939351281	18432	N	36	LN		52	GLENDALE	ARIZONA	85308	7/31/2012 12:00:00 AM
939352389	2617	W	DESERT HILLS	DR			PHOENIX	ARIZONA	85086	1/18/2012 12:00:00 AM
939419280	10825	W	SADDLEHORN	RD		215	PEORIA	ARIZONA	85383	5/18/2012 12:00:00 AM
939439282	10111	N	EL MIRAGE	RD	STE 7		EL MIRAGE	ARIZONA	85335	5/7/2012 12:00:00 AM
939440388	19267	W	MONROE	ST		234	BUCKEYE	ARIZONA	85326	12/17/2010 12:00:00 AM
939472385	551	E	APACHE	BLVD	UNIT 1218		TEMPE	ARIZONA	85281	5/7/2012 12:00:00 AM
939481387	3845	N	VIEWPOINT	DR	APT 213		PRESCOTT VALLEY	ARIZONA	86314	10/19/2011 12:00:00 AM
939551384	3400	S	KOFA HOUSE PANEL	DR			FLAGSTAFF	ARIZONA	86001	11/24/2010 12:00:00 AM
939591381	860	S	WATSON	RD	STE 101A		BUCKEYE	ARIZONA	85326	5/12/2011 12:00:00 AM
939597288	16999	W	WATKINS	ST		32	GOODYEAR	ARIZONA	85338	10/17/2011 12:00:00 AM
939600282	2018	E	HARVARD	ST			PHOENIX	ARIZONA	85006	1/28/2011 12:00:00 AM
939602286	3301		ASTER	DR		70	PRESCOTT	ARIZONA	86305	7/29/2011 12:00:00 AM
939604281	66807		PROSE	LN		118	SALOME	ARIZONA	85348	2/1/2010 12:00:00 AM
939628286	9851	E	DESERT JEWEL	DR		164	SCOTTSDALE	ARIZONA	85255	7/16/2012 12:00:00 AM
939668281	8085		SONOMA	WAY	LOT 1		FLORENCE	ARIZONA	85132	8/11/2010 12:00:00 AM
939677281	13230	W	PANCHITA	DR		19	SUN CITY WEST	ARIZONA	85375	4/28/2010 12:00:00 AM
939681280	3079	W	COUNTRY CLUB	TER		261	PHOENIX	ARIZONA	85027	5/17/2011 12:00:00 AM
939697280	19456	W	MORNING GLORY	DR		421	BUCKEYE	ARIZONA	85326	8/10/2011 12:00:00 AM
939711284	600	E	COUNTRY CLUB	DR	APT 12		YUMA	ARIZONA	85365	8/5/2010 12:00:00 AM
939720382	61		IRONWOOD	RD			QUARTZSITE	ARIZONA	85346	3/4/2010 12:00:00 AM
939830387	16753	W	BERKELEY	RD		76	GOODYEAR	ARIZONA	85395	5/19/2011 12:00:00 AM
939841288	1124	E	ROSE	LN	UNIT 14		PHOENIX	ARIZONA	85014	3/12/2012 12:00:00 AM
939841387	3824	N	15	AVE	HP		PHOENIX	ARIZONA	85015	2/28/2011 12:00:00 AM
939880383	56796	N	SM BCE BRIDGE CANYON	PKWY			SELIGMAN	ARIZONA	86337	2/16/2010 12:00:00 AM
939892386	2818	S	FIELDSTONE	LN		19	FLAGSTAFF	ARIZONA	86001	7/16/2012 12:00:00 AM
939893284	19777	N	76	ST	UNIT 3282		SCOTTSDALE	ARIZONA	85255	8/17/2012 12:00:00 AM
939901283	1616	W	LIBBY	ST			PHOENIX	ARIZONA	85023	3/12/2011 12:00:00 AM
939960289	2601	E	GREENWAY	RD			PHOENIX	ARIZONA	85032	5/9/2011 12:00:00 AM
939970388	13285	N	102	ST			SCOTTSDALE	ARIZONA	85260	12/9/2011 12:00:00 AM
940001385	5585	S	PEACEFUL PINES	PL			PRESCOTT	ARIZONA	86303	1/4/2011 12:00:00 AM
940012286	21245	W	WESTWARD VIEW	RD	LOT 248	237	CONGRESS	ARIZONA	85332	1/26/2012 12:00:00 AM
940038285	23896	N	163	DR		77	SURPRISE	ARIZONA	85387	7/28/2010 12:00:00 AM
940121283	6501	N	3	AVE	UNIT 101		PHOENIX	ARIZONA	85013	5/26/2010 12:00:00 AM
940138287	3776	E	COVEY	LN		54	PHOENIX	ARIZONA	85050	4/25/2012 12:00:00 AM
940140287	3921	W	SHARON	AVE			PHOENIX	ARIZONA	85029	5/24/2010 12:00:00 AM
940168283	14287	S	181	DR		52	GOODYEAR	ARIZONA	85338	4/13/2010 12:00:00 AM
940258282	13564	S	177	LN		119	GOODYEAR	ARIZONA	85338	6/13/2011 12:00:00 AM
940357280	1021		TYSON	PL	LOT 71		SHOW LOW	ARIZONA	85901	6/27/2011 12:00:00 AM
940409284	23772	W	CORONA	AVE		303	BUCKEYE	ARIZONA	85326	6/27/2011 12:00:00 AM
940417282	1843	N	142	AVE		46	GOODYEAR	ARIZONA	85395	7/23/2012 12:00:00 AM
940432381	601	S	FARMER	AVE	UNIT 515		TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
940447285	16010	W	DESERT FLOWER	DR	2924 JSP	59	GOODYEAR	ARIZONA	85395	8/15/2012 12:00:00 AM
940451282	10831	N	9	PL		543	PHOENIX	ARIZONA	85020	7/12/2011 12:00:00 AM
940519281	9548	W	FRANK	AVE		105	PEORIA	ARIZONA	85382	9/22/2011 12:00:00 AM
940551382	424		TC LOWER MOENCOPI		HSE		TUBA CITY	ARIZONA	86045	12/23/2010 12:00:00 AM
940574281	11322	S	AVENUE 12E		SPC 155		YUMA	ARIZONA	85367	3/16/2012 12:00:00 AM
940661282	12355		CENTRAL	AVE			MAYER	ARIZONA	86333	6/23/2011 12:00:00 AM
940752388	6615	E	CHOLLA	ST	SES 2		SCOTTSDALE	ARIZONA	85254	1/26/2012 12:00:00 AM
940760387	10797	E	BELL	RD			SCOTTSDALE	ARIZONA	85255	11/30/2011 12:00:00 AM
940761288	120	E	PARK	AVE	SHOP		GILBERT	ARIZONA	85234	5/4/2011 12:00:00 AM
940797288	3596	N	BALBOA	DR	LOT 89		FLORENCE	ARIZONA	85132	8/25/2011 12:00:00 AM
940809287	18564	W	VOGEL	AVE		303	GOODYEAR	ARIZONA	85338	8/4/2010 12:00:00 AM
940870282	8148	N	1	DR			PHOENIX	ARIZONA	85021	7/11/2011 12:00:00 AM
940870385	4054	S	CEDAR	AVE		44	YUMA	ARIZONA	85365	4/9/2010 12:00:00 AM
940872387	240	S	TC MAIN	ST	TEMPY 2		TUBA CITY	ARIZONA	86045	4/10/2012 12:00:00 AM
940880284	14430	N	19	AVE	UNIT 23		PHOENIX	ARIZONA	85023	8/16/2012 12:00:00 AM
940900289	4024	W	SANDRA	TER			PHOENIX	ARIZONA	85053	6/15/2010 12:00:00 AM
940908283	1430	S	JESSICA	LN		6	TEMPE	ARIZONA	85281	6/2/2011 12:00:00 AM
940961380	17281	N	87	AVE	QWEST		PEORIA	ARIZONA	85382	2/2/2011 12:00:00 AM
941031380	14210	N	DESERT HARBOR	DR	QWEST		PEORIA	ARIZONA	85381	11/18/2010 12:00:00 AM
941068286	2382	N	IZABEL	ST	LOT 3		FLAGSTAFF	ARIZONA	86004	9/16/2010 12:00:00 AM
941090280	11024	N	22	AVE	STE 5		PHOENIX	ARIZONA	85029	12/16/2011 12:00:00 AM
941120284	6245	N	12	PL	UNIT 2		PHOENIX	ARIZONA	85014	2/3/2012 12:00:00 AM
941120286	1030	E	BETHANY HOME	RD	UNIT 4		PHOENIX	ARIZONA	85014	11/30/2011 12:00:00 AM
941212384	133	W	6	ST	UNIT 2932		TEMPE	ARIZONA	85281	8/24/2011 12:00:00 AM
941219284	9546	W	FRANK	AVE		106	PEORIA	ARIZONA	85382	9/28/2011 12:00:00 AM
941222388	24	W	OAK	AVE	UNIT 3		FLAGSTAFF	ARIZONA	86001	9/8/2011 12:00:00 AM
941371285	19820	N	13	AVE	HSE E  5		PHOENIX	ARIZONA	85027	3/8/2011 12:00:00 AM
941416289	11542	W	CHERYL	DR		421	YOUNGTOWN	ARIZONA	85363	9/30/2010 12:00:00 AM
941470386	923	E	HARRISON	ST		58	CHANDLER	ARIZONA	85225	1/14/2011 12:00:00 AM
941481381	3622	E	ZACHARY	DR		85	PHOENIX	ARIZONA	85050	7/7/2011 12:00:00 AM
941507280	29212	N	70	LN		6	PEORIA	ARIZONA	85383	1/6/2012 12:00:00 AM
941512281	11058	E	RAINTREE	DR		40	SCOTTSDALE	ARIZONA	85255	11/17/2011 12:00:00 AM
941528281	18284	W	BUENA VISTA	DR		728	SURPRISE	ARIZONA	85374	7/27/2011 12:00:00 AM
941562385	615	E	WEBER	DR	UNIT 2011		TEMPE	ARIZONA	85281	3/13/2012 12:00:00 AM
941572387	551	E	APACHE	BLVD	UNIT 1227		TEMPE	ARIZONA	85281	5/7/2012 12:00:00 AM
941692385	1210	S	33	AVE	QWEST		PHOENIX	ARIZONA	85009	7/19/2012 12:00:00 AM
941702387	1407	E	THOMAS	RD	PANEL		PHOENIX	ARIZONA	85006	6/28/2011 12:00:00 AM
941720286	7010	N	11	PL			PHOENIX	ARIZONA	85020	10/26/2011 12:00:00 AM
941794287	8920	E	SMITTY'S	PL			PRESCOTT VALLEY	ARIZONA	86315	6/4/2011 12:00:00 AM
941832384	20435	N	7	ST	UNIT 3059		PHOENIX	ARIZONA	85024	4/10/2012 12:00:00 AM
941842384	323	S	ROOSEVELT	ST	HSE		TEMPE	ARIZONA	85281	12/7/2011 12:00:00 AM
941861386	4582	S	JOJOBA	AVE		817	YUMA	ARIZONA	85365	1/24/2011 12:00:00 AM
941869285	3400	S	AVENUE 7E		UNIT 321		YUMA	ARIZONA	85365	12/2/2010 12:00:00 AM
941921284	7300	N	DREAMY DRAW	DR	APT 115		PHOENIX	ARIZONA	85020	10/28/2011 12:00:00 AM
942012384	28426	N	52	WAY		23	CAVE CREEK	ARIZONA	85331	9/21/2011 12:00:00 AM
942038282	3762	E	MATTHEW	DR		76	PHOENIX	ARIZONA	85050	11/9/2010 12:00:00 AM
942070288	14422	N	35	ST			PHOENIX	ARIZONA	85032	3/31/2011 12:00:00 AM
942112386	28414	N	52	WAY		24	CAVE CREEK	ARIZONA	85331	9/21/2011 12:00:00 AM
